Latitude	Longitude
45.481511	9.167645
45.478196	9.200085
45.458568	9.178442
45.464978	9.191179
45.450803	9.19233
45.468211	9.198506
45.468945	9.18103
45.454723	9.198753
45.468945	9.18103
45.477727	9.18375
45.463351	9.217011
45.511679	9.214502
45.477115	9.206201
45.476579	9.170714
45.488671	9.187207
45.455418	9.166741
