Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude	Latitude	Longitude
45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077	45.461155	9.108016077
45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298	45.4823386	9.212650298
45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554	45.4929161	9.18222554
45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617	45.50122798	9.19381617
45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833	45.4890944	9.142572833
45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625	45.48336061	9.138167625
45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432	45.49381994	9.106844432
45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429	45.47600205	9.113822429
45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477	45.50104789	9.185438477
45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047	45.45302427	9.147559047
45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074	45.45643322	9.21132074
45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335	45.44370803	9.147704335
45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549	45.47106026	9.218239549
45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855	45.49118994	9.165047855
45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217	45.43994814	9.194301217
45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334	45.45733729	9.136783334
45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015	45.43605186	9.233014015
45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943	45.49242375	9.18201943
45.45109919	9.135446554	45.45109919	9.135446554	45.45011542	9.136336747	45.45109995	9.139285346	45.45233184	9.142067745	45.4528866	9.144809482	45.45391112	9.148048462	45.45487336	9.151017104	45.45577425	9.154135339	45.45686059	9.157410797
45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326	45.47153157	9.206451326
45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275	45.43739599	9.212813275
45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289	45.42572088	9.16905289
45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714	45.44689253	9.173034714
45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099	45.46868863	9.128438099
45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599	45.52169622	9.155550599
45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057	45.43770313	9.192407057
45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258	45.49930156	9.178364258
45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034	45.50398293	9.211557034
45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916	45.4310224	9.149441916
45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927	45.48747916	9.196780927
45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511	45.44438783	9.212024511
45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103	45.4777846	9.172140103
45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022	45.4447129	9.176212022
45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286	45.46578625	9.215181286
45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674	45.49698032	9.175964674
45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514	45.46618016	9.127382514
45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559	45.4380131	9.167838559
45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695	45.45229643	9.117887695
45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533	45.50951382	9.176525533
45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049	45.44906881	9.189250049
45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933	45.49541819	9.191653933
45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713	45.49777746	9.174115713
45.48402294	9.150542162	45.48402294	9.150542162	45.48371282	9.152461116	45.48202372	9.154712865	45.48027023	9.156999762	45.47993518	9.160132093	45.47797624	9.161070133	45.47624443	9.162542067	45.47422205	9.165109594	45.47235044	9.167631242
45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371	45.48875181	9.193907371
45.5141402	9.171833455	45.5141402	9.171833455	45.51430992	9.173098255	45.51210382	9.174722333	45.50966405	9.176416839	45.50764096	9.177857657	45.50557701	9.179328131	45.50338312	9.180928962	45.50129774	9.18238685	45.49920171	9.183820403
45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364	45.44974281	9.157167364
45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135	45.49686107	9.120283135
45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534	45.50919747	9.167368534
